url,name,itemId,price
//www.lazada.vn/products/hoan-tien-15-dep-cross-suc-bit-dau-khung-long-suc-lit-nhieu-mau-mailitsuc6-de-cao-mem-di-mua-di-ngoai-hang-ngay-i2220020356.html,HOÀN TIỀN 15% - Dép Cross Sục bít Đầu Khủng Long Sục Lít Nhiều Màu MAILITSUC6 Đế Cao Mềm Đi Mưa Đi Ngoài Hàng Ngày,2220020356,169000
//www.lazada.vn/products/giay-the-thao-thoang-khi-mat-luoi-mua-he-giay-cho-me-dap-chan-cho-nu-giay-vai-bac-kinh-cu-de-mem-thoai-mai-cho-nu-giay-thuong-ngay-cho-nu-i2666859664.html,Giày Thể Thao Thoáng Khí Mặt Lưới Mùa Hè Giày Cho Mẹ Đạp Chân Cho Nữ Giày Vải Bắc Kinh Cũ Đế Mềm Thoải Mái Cho Nữ Giày Thường Ngày Cho Nữ,2666859664,47200
//www.lazada.vn/products/giay-bata-duc-khoet-lo-chong-nuoc-di-thoai-mai-em-chan-co-size-nam-nu-i2368831109.html,Giày Bata Đúc Khoét Lỗ (chống nước đi thoải mái êm chân) (Có size Nam-Nữ),2368831109,59000
//www.lazada.vn/products/vfasion-giay-the-thao-thoang-khi-thoi-trang-nam-moi-2024-sieu-soi-khong-tham-nuoc-i2588480134.html,VFASION Giày thể thao thoáng khí thời trang nam mới 2024 Siêu sợi không thấm nước,2588480134,129000
//www.lazada.vn/products/giay-tay-da-mem-cao-cap-de-khau-sang-size-tu-38-den-43-thoi-thuong-i205768352.html,Giày tây da mềm cao cấp đế khâu sẵng size từ 38 đến 43 thời thượng,205768352,129000
//www.lazada.vn/products/kem-anh-that-i-giay-sneaker-nu-da-mem-don-de-4p-mau-trang-sua-de-nau-hot-hit-abm-fashion-i2699881966.html,Kèm ảnh thật I Giày sneaker nữ da mềm độn đế 4p màu trắng sữa đế nâu hot hit - ABM FASHION,2699881966,63000
//www.lazada.vn/products/sieu-sale-nam-moi-freeship-voucher-giay-the-thao-nu-da-cao-cap-day-thung-youz-i2492135731.html,[SIÊU SALE NĂM MỚI] [FREESHIP + VOUCHER] Giày thể thao nữ da cao cấp dây thừng Youz,2492135731,145000
//www.lazada.vn/products/qiaoyiluo-giay-vai-phong-cach-moi-cho-nu-giay-nu-thoi-trang-han-quoc-da-nang-giay-hop-thoi-trang-giay-the-thao-mau-do-thong-thuong-i2506487054.html,"QiaoYiLuo Giày vải phong cách mới  cho nữ, Giày nữ thời trang hàn quốc đa năng, giày hợp thời trang, giày thể thao màu đỏ thông thường",2506487054,119000
//www.lazada.vn/products/giay-the-thao-nu-mau-moi-mua-xuan-he-2024-giay-chunky-giay-sanh-dieu-giay-thuong-ngay-hoc-sinh-i2665495892.html,Giày Thể Thao Nữ Mẫu Mới Mùa Xuân Hè 2024 Giày Chunky Giày Sành Điệu Giày Thường Ngày Học Sinh,2665495892,32000
//www.lazada.vn/products/giay-nu-bo-giay-mua-xuan-mua-thu-2023-phong-cach-moi-nhe-giay-the-thao-cao-got-de-de-cao-su-de-ngoai-i2614829527.html,"Giày Nữ Bố Giày Mùa Xuân, Mùa Thu 2023 Phong Cách Mới Nhẹ Giày Thể Thao Cao Gót Đế Đế Cao Su Đế Ngoài",2614829527,103200
//www.lazada.vn/products/dep-nhan-vat-mau-dodep-thoi-trangdep-cheo-dan-vuongdep-day-phang-mua-he-moi-cho-phu-nuthoi-trang-nu-instagram-i2536578668.html,"Dép nhân vật màu đỏ,Dép thời trang,Dép chéo đan vuông,Dép đáy phẳng mùa hè mới cho phụ nữ,Thời trang nữ Instagram,,",2536578668,27000
//www.lazada.vn/products/thoi-trang-da-de-theu-giay-luoi-nu-mua-he-2024-phong-cach-moi-thoang-khi-dau-tron-day-bang-ba-le-dep-i2738296642.html,Thời Trang Da Dê Thêu Giày Lưới Nữ Mùa Hè 2024 Phong Cách Mới Thoáng Khí Đầu Tròn Đáy Bằng Ba Lê Dép,2738296642,467200
